Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR12022183,AMPLICON,586,30095613,PRJNA639601,SAMN15240212,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16501948,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug57B,[ENVO:01000049],coral nursery,coral reef,SRX8553998,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug57B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug57B,SRP267474,not applicable
SRR12022184,AMPLICON,586,35640325,PRJNA639601,SAMN15240211,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19817377,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug57A,[ENVO:01000049],coral nursery,coral reef,SRX8553997,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug57A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug57A,SRP267474,not applicable
SRR12022185,AMPLICON,590,30519079,PRJNA639601,SAMN15240210,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16548502,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug50B,[ENVO:01000049],coral nursery,coral reef,SRX8553996,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug50B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug50B,SRP267474,not applicable
SRR12022186,AMPLICON,584,42009536,PRJNA639601,SAMN15240209,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23378174,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug50A,[ENVO:01000049],coral nursery,coral reef,SRX8553995,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug50A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug50A,SRP267474,not applicable
SRR12022187,AMPLICON,583,25384551,PRJNA639601,SAMN15240191,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14127622,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug13A,[ENVO:01000049],coral nursery,coral reef,SRX8553994,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug13A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug13A,SRP267474,not applicable
SRR12022188,AMPLICON,587,58869223,PRJNA639601,SAMN15240208,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",31308122,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug4B,[ENVO:01000049],coral nursery,coral reef,SRX8553993,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug4B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug4B,SRP267474,not applicable
SRR12022189,AMPLICON,538,53476325,PRJNA639601,SAMN15240207,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",28893263,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug4A,[ENVO:01000049],coral nursery,coral reef,SRX8553992,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug4A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug4A,SRP267474,not applicable
SRR12022190,AMPLICON,586,44569543,PRJNA639601,SAMN15240206,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23754790,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug47B,[ENVO:01000049],coral nursery,coral reef,SRX8553991,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug47B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug47B,SRP267474,not applicable
SRR12022191,AMPLICON,569,29238905,PRJNA639601,SAMN15240234,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16506186,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep46B,[ENVO:01000049],coral nursery,coral reef,SRX8553990,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep46B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep46B,SRP267474,not applicable
SRR12022192,AMPLICON,576,36930059,PRJNA639601,SAMN15240233,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20855968,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep46A,[ENVO:01000049],coral nursery,coral reef,SRX8553989,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep46A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep46A,SRP267474,not applicable
SRR12022193,AMPLICON,571,41031431,PRJNA639601,SAMN15240232,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23173249,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep44B,[ENVO:01000049],coral nursery,coral reef,SRX8553988,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep44B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep44B,SRP267474,not applicable
SRR12022194,AMPLICON,574,46224378,PRJNA639601,SAMN15240231,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25209195,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep44A,[ENVO:01000049],coral nursery,coral reef,SRX8553987,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep44A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep44A,SRP267474,not applicable
SRR12022195,AMPLICON,574,48341742,PRJNA639601,SAMN15240230,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",27316195,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep41B,[ENVO:01000049],coral nursery,coral reef,SRX8553986,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep41B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep41B,SRP267474,not applicable
SRR12022196,AMPLICON,561,29017606,PRJNA639601,SAMN15240229,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16103829,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep41A,[ENVO:01000049],coral nursery,coral reef,SRX8553985,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep41A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep41A,SRP267474,not applicable
SRR12022197,AMPLICON,589,55898320,PRJNA639601,SAMN15240193,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29731607,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug1A,[ENVO:01000049],coral nursery,coral reef,SRX8553984,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug1A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug1A,SRP267474,not applicable
SRR12022198,AMPLICON,565,19287110,PRJNA639601,SAMN15240228,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",10810919,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Sep3B,[ENVO:01000049],coral nursery,coral reef,SRX8553983,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Sep3B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Sep3B,SRP267474,not applicable
SRR12022199,AMPLICON,586,49794676,PRJNA639601,SAMN15240205,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",26375354,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug47A,[ENVO:01000049],coral nursery,coral reef,SRX8553982,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug47A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug47A,SRP267474,not applicable
SRR12022200,AMPLICON,587,58129064,PRJNA639601,SAMN15240204,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",30953089,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug46B,[ENVO:01000049],coral nursery,coral reef,SRX8553981,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug46B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug46B,SRP267474,not applicable
SRR12022201,AMPLICON,588,48508028,PRJNA639601,SAMN15240203,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25617354,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug46A,[ENVO:01000049],coral nursery,coral reef,SRX8553980,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug46A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug46A,SRP267474,not applicable
SRR12022202,AMPLICON,585,47330336,PRJNA639601,SAMN15240202,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25370095,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug44B,[ENVO:01000049],coral nursery,coral reef,SRX8553979,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug44B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug44B,SRP267474,not applicable
SRR12022203,AMPLICON,582,54691368,PRJNA639601,SAMN15240201,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29001008,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug44A,[ENVO:01000049],coral nursery,coral reef,SRX8553978,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug44A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug44A,SRP267474,not applicable
SRR12022204,AMPLICON,587,55951989,PRJNA639601,SAMN15240200,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29972142,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug41B,[ENVO:01000049],coral nursery,coral reef,SRX8553977,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug41B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug41B,SRP267474,not applicable
SRR12022205,AMPLICON,588,42128280,PRJNA639601,SAMN15240199,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22405476,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug41A,[ENVO:01000049],coral nursery,coral reef,SRX8553976,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug41A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug41A,SRP267474,not applicable
SRR12022206,AMPLICON,586,45952950,PRJNA639601,SAMN15240190,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",24694013,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug10B,[ENVO:01000049],coral nursery,coral reef,SRX8553975,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug10B,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:50:00Z,1,Acropora.cervicornis.Aug10B,SRP267474,not applicable
SRR12022207,AMPLICON,587,60203110,PRJNA639601,SAMN15240189,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",32018422,OREGON STATE UNIVERSITY,2015-08,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Aug10A,[ENVO:01000049],coral nursery,coral reef,SRX8553974,USA,North America,USA:Mote Marine Laboratory in situ coral nursery,coral,Illumina MiSeq,reef,not applicable,27.32641536 N 82.57294770 W,Acropora.cervicornis.Aug10A,PAIRED,PCR,GENOMIC,Acropora cervicornis,ILLUMINA,2020-12-31T00:00:00Z,2020-06-16T09:51:00Z,1,Acropora.cervicornis.Aug10A,SRP267474,not applicable
